sku_id,url,category,price_inr,review_count,rating,buyer_photos_count,fabric_composition_stated,fabric_composition_verbatim,weight_gsm_stated,weight_gsm_verbatim,flat_measurements_stated,measurements_verbatim,fit_descriptor_verbatim,care_instructions_stated,seller_name,description_word_count,marketing_adjectives_verbatim,falsifiable_facts_count,description_style,v1_verdict,what_tool_could_say,what_tool_cannot_say,notes,brand,product_name,source_url,source_type,scrape_date,url_status,url_domain
SKU88,,bottomwear,825,,,,,,,,,,,,,,,,listing_only,,Brand: ETHNIC BAY; product: Men Black Modal Solid Straight Trouser; listed price: ?825.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,ETHNIC BAY,Men Black Modal Solid Straight Trouser,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU89,https://www.nykaafashion.com/snitch-men-light-brown-plain-relaxed-casual-trouser/p/20715643,bottomwear,1499,,,,,,,,,,,,,,,,listing_only,,Brand: Snitch; product: Men Light Brown Plain Relaxed Casual Trouser; listed price: ?1499.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Snitch,Men Light Brown Plain Relaxed Casual Trouser,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU90,https://www.nykaafashion.com/bewakoof-men-light-blue-slim-straight-fit-stretchable-mid-rise-jeans/p/25141260,bottomwear,1189,,,,,,,,,,,,,,,,listing_only,,Brand: Bewakoof; product: Men Light Blue Slim Straight Fit Stretchable Mid-Rise Jeans; listed price: ?1189.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Bewakoof,Men Light Blue Slim Straight Fit Stretchable Mid-Rise Jeans,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU91,,bottomwear,969,,,,,,,,,,Relaxed,,,,,,listing_only,,Brand: The Indian Garage Co; product: Black Men's Relaxed Fit Solid Mid-Rise Elasticated Cargo; listed price: ?969.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,The Indian Garage Co,Black Men's Relaxed Fit Solid Mid-Rise Elasticated Cargo,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU92,,bottomwear,2799,,,,,,,,,,Loose,,,,,,listing_only,,Brand: H&M; product: Men White Loose Fit Cargo Trousers; listed price: ?2799.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,H&M,Men White Loose Fit Cargo Trousers,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU93,https://www.nykaafashion.com/campus-sutra-men-beige-solid-regular-fit-casual-trouser/p/16806777,bottomwear,1100,,,,,,,,,,,,,,,,listing_only,,Brand: CAHOOT; product: Men Beige Solid Casual Trouser; listed price: ?1100.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,CAHOOT,Men Beige Solid Casual Trouser,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU94,,bottomwear,650,,,,,,,,,,Regular,,,,,,listing_only,,Brand: Nite Flite; product: Mens Picasso Purple Solid Regular Fit Casual Trousers; listed price: ?650.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Nite Flite,Mens Picasso Purple Solid Regular Fit Casual Trousers,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU95,,bottomwear,2999,,,,,,,,,,Loose,,,,,,listing_only,,Brand: Levi's; product: Mens 555 Dark-Blue Loose Fit Mid Rise Jeans; listed price: ?2999.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Levi's,Mens 555 Dark-Blue Loose Fit Mid Rise Jeans,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU96,https://www.nykaafashion.com/peter-england-men-brown-solid-super-slim-fit-casual-trouser/p/11330084,bottomwear,1300,,,,,,,,,,Slim,,,,,,listing_only,,Brand: Peter England; product: Men Brown Solid Super Slim Fit Casual Trouser; listed price: ?1300.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Peter England,Men Brown Solid Super Slim Fit Casual Trouser,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU97,,accessories,3490,,,,,,,,,,,,,,,,listing_only,,Brand: Inc.5; product: Womens Silver Party Textured Sling Bag; listed price: ?3490.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Inc.5,Womens Silver Party Textured Sling Bag,https://www.nykaafashion.com/women/bags/c/89,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU98,https://www.nykaafashion.com/miraggio-wine-sabrina-crossbody-bag/p/17263981,accessories,2880,,,,,,,,,,,,,,,,listing_only,,Brand: MIRAGGIO; product: Sabrina Wine Top Handle Sling Bag With Detachable Chain Strap; listed price: ?2880.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,MIRAGGIO,Sabrina Wine Top Handle Sling Bag With Detachable Chain Strap,https://www.nykaafashion.com/women/bags/c/89,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU99,,accessories,600,,,,,,,,,,,,,,,,listing_only,,Brand: Puma; product: Black Solid Sling Bag with Detachable Strap; listed price: ?600.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Puma,Black Solid Sling Bag with Detachable Strap,https://www.nykaafashion.com/women/bags/c/89,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU100,,accessories,2100,,,,Y,Polyester,,,,,,,,,,,listing_only,,Brand: Tommy Hilfiger; product: Unisex Urbana Polyester 14 Inch Laptop Backpack - Black; listed price: ?2100.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Tommy Hilfiger,Unisex Urbana Polyester 14 Inch Laptop Backpack - Black,https://www.nykaafashion.com/women/bags/c/89,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU101,,accessories,3290,,,,Y,Leather,,,,,,,,,,,listing_only,,Brand: Inc.5; product: Women Black Leather Textured Sling Bag; listed price: ?3290.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Inc.5,Women Black Leather Textured Sling Bag,https://www.nykaafashion.com/women/bags/c/89,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU102,,accessories,2299,,,,,,,,,,,,,,,,listing_only,,Brand: H&M; product: Women Brown Shoulder Bag; listed price: ?2299.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,H&M,Women Brown Shoulder Bag,https://www.nykaafashion.com/women/bags/c/89,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU103,,accessories,2255,,,,,,,,,,,,,,,,listing_only,,Brand: Haute Sauce; product: White The Burg Sling Bag with Detachable Strap; listed price: ?2255.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Haute Sauce,White The Burg Sling Bag with Detachable Strap,https://www.nykaafashion.com/women/bags/c/89,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU104,,accessories,7999,,,,,,,,,,,,,,,,listing_only,,Brand: Aldo; product: MARICAR Womens Beige Handbag; listed price: ?7999.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Aldo,MARICAR Womens Beige Handbag,https://www.nykaafashion.com/women/bags/c/89,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU105,,accessories,1008,,,,,,,,,,,,,,,,listing_only,,Brand: Fastrack; product: Women Patent Party Tote Bag Fits Upto 14 Inch Laptop; listed price: ?1008.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Fastrack,Women Patent Party Tote Bag Fits Upto 14 Inch Laptop,https://www.nykaafashion.com/women/bags/c/89,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU106,,accessories,1374,,,,,,,,,,,,,,,,listing_only,,Brand: Mochi; product: Women Casual Beige Shoulder Bag with Detachable Sling; listed price: ?1374.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Mochi,Women Casual Beige Shoulder Bag with Detachable Sling,https://www.nykaafashion.com/women/bags/c/89,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU107,,activewear,799,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: Nykd by Nykaa; product: Mid-Impact Cotton Sports Bra with Hook & Eye & Removable Cups NYK904 Jet Black; listed price: ?799.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Nykd by Nykaa,Mid-Impact Cotton Sports Bra with Hook & Eye & Removable Cups NYK904 Jet Black,https://www.nykaafashion.com/women/active-sports/c/13970,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU108,https://www.nykaafashion.com/blissclub-women-the-ultimate-flare-pants-lite-with-hidden-back-pocket/p/18107004,activewear,999,,,,,,,,,,,,,,,,listing_only,,Brand: Blissclub; product: Women The Ultimate Flare Pants - Lite with Hidden Back Pocket; listed price: ?999.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Blissclub,Women The Ultimate Flare Pants - Lite with Hidden Back Pocket,https://www.nykaafashion.com/women/active-sports/c/13970,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU109,https://www.nykaafashion.com/color-capital-women-black-polyester-solid-tights/p/24167572,activewear,790,,,,Y,Polyester,,,,,,,,,,,listing_only,,Brand: COLOR CAPITAL; product: Women Black Polyester Solid Tights; listed price: ?790.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,COLOR CAPITAL,Women Black Polyester Solid Tights,https://www.nykaafashion.com/women/active-sports/c/13970,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU110,https://www.nykaafashion.com/puma-ess-logo-high-waist-womens-black-trackpants/p/18810714,activewear,2970,,,,,,,,,,,,,,,,listing_only,,Brand: Puma; product: ESS Logo High-Waist Womens Black Trackpants; listed price: ?2970.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Puma,ESS Logo High-Waist Womens Black Trackpants,https://www.nykaafashion.com/women/active-sports/c/13970,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU111,,activewear,678,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: Nykd by Nykaa; product: Cotton Terry Full Sleeve Round Neck Cozy Sweatshirt-NYLE703-Grape; listed price: ?678.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Nykd by Nykaa,Cotton Terry Full Sleeve Round Neck Cozy Sweatshirt-NYLE703-Grape,https://www.nykaafashion.com/women/active-sports/c/13970,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU112,,activewear,2799,,,,,,,,,,,,,,,,listing_only,,Brand: H&M MOVE; product: Women Black Wide Sports Leggings With Softmove; listed price: ?2799.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,H&M MOVE,Women Black Wide Sports Leggings With Softmove,https://www.nykaafashion.com/women/active-sports/c/13970,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU113,https://www.nykaafashion.com/cava-athleisure-bell-bottom-v-waist-long-leggings/p/14738243,activewear,1430,,,,,,,,,,,,,,,,listing_only,,Brand: Cava Athleisure; product: Obsidian Black Tall Hourglass Flared Leggings; listed price: ?1430.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Cava Athleisure,Obsidian Black Tall Hourglass Flared Leggings,https://www.nykaafashion.com/women/active-sports/c/13970,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU114,,activewear,2121,,,,,,,,,,,,,,,,listing_only,,Brand: Nike; product: Sportswear Women's Shorts; listed price: ?2121.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Nike,Sportswear Women's Shorts,https://www.nykaafashion.com/women/active-sports/c/13970,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU115,https://www.nykaafashion.com/nykd-by-nykaa-iconic-super-comfy-cotton-flare-leggings-with-pockets-nyat503-grape/p/16061292,activewear,1107,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: Nykd by Nykaa; product: Ultimate Cotton Flare Leggings with Anti-Slip Waist & Pockets NYAT503 Grape; listed price: ?1107.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Nykd by Nykaa,Ultimate Cotton Flare Leggings with Anti-Slip Waist & Pockets NYAT503 Grape,https://www.nykaafashion.com/women/active-sports/c/13970,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU116,,activewear,660,,,,,,,,,,,,,,,,listing_only,,Brand: BRACHY; product: Grey Full Coverage Bras for Women Comfy No Underwire Plus Size Bra High Impact V-Neck; listed price: ?660.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,BRACHY,Grey Full Coverage Bras for Women Comfy No Underwire Plus Size Bra High Impact V-Neck,https://www.nykaafashion.com/women/active-sports/c/13970,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU117,,footwear,2275,,,,,,,,,,,,,,,,listing_only,,Brand: U.S. POLO ASSN.; product: Zesta 3.0 Sneaker Shoes with Premium Upper; listed price: ?2275.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,U.S. POLO ASSN.,Zesta 3.0 Sneaker Shoes with Premium Upper,https://www.nykaafashion.com/women/footwear/sneakers/c/10626,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU118,https://www.nykaafashion.com/puma-smashic-womens-white-sneakers/p/9750193,footwear,1575,,,,,,,,,,,,,,,,listing_only,,Brand: Puma; product: Smashic Womens White Sneakers; listed price: ?1575.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Puma,Smashic Womens White Sneakers,https://www.nykaafashion.com/women/footwear/sneakers/c/10626,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU119,,footwear,5995,,,,,,,,,,,,,,,,listing_only,,Brand: Nike; product: Women's Air Max Sc Sneakers; listed price: ?5995.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Nike,Women's Air Max Sc Sneakers,https://www.nykaafashion.com/women/footwear/sneakers/c/10626,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU120,https://www.nykaafashion.com/shoetopia-women-brown-sneakers/p/24826583,footwear,850,,,,,,,,,,,,,,,,listing_only,,Brand: Shoetopia; product: Women Brown Sneakers; listed price: ?850.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Shoetopia,Women Brown Sneakers,https://www.nykaafashion.com/women/footwear/sneakers/c/10626,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU121,https://www.nykaafashion.com/u-s-polo-assn-women-beige-cordela-3-0-round-toe-lace-ups-sneakers/p/23335960,footwear,2622,,,,,,,,,,,,,,,,listing_only,,Brand: U.S. POLO ASSN.; product: Cordela 3.0 Beige Chunky Sneaker Shoes; listed price: ?2622.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,U.S. POLO ASSN.,Cordela 3.0 Beige Chunky Sneaker Shoes,https://www.nykaafashion.com/women/footwear/sneakers/c/10626,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU122,,activewear,1499,,,,,,,,,,,,,,,,listing_only,,Brand: H&M; product: Men Beige Oversized Fit Long-Sleeved Jersey T-Shirt; listed price: ?1499.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,H&M,Men Beige Oversized Fit Long-Sleeved Jersey T-Shirt,https://www.nykaafashion.com/men/active-sports/c/13971,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU123,,activewear,1300,,,,,,,,,,,,,,,,listing_only,,Brand: Puma; product: Performance Men Woven Track Pants; listed price: ?1300.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,Puma,Performance Men Woven Track Pants,https://www.nykaafashion.com/men/active-sports/c/13971,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU124,https://www.nykaafashion.com/turnfit-men-light-grey-gym-training-trackpant/p/19589437,activewear,589,,,,,,,,,,,,,,,,listing_only,,Brand: TURNFIT; product: Men Light Grey Gym & Training Trackpant; listed price: ?589.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,TURNFIT,Men Light Grey Gym & Training Trackpant,https://www.nykaafashion.com/men/active-sports/c/13971,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU125,https://www.nykaafashion.com/h-m-men-black-5-pack-regular-fit-t-shirts/p/26878301,activewear,2299,,,,,,,,,,Regular,,,,,,listing_only,,Brand: H&M; product: Men Black 5-Pack Regular Fit T-Shirts; listed price: ?2299.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,H&M,Men Black 5-Pack Regular Fit T-Shirts,https://www.nykaafashion.com/men/active-sports/c/13971,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU126,https://www.nykaafashion.com/jockey-mv40-mens-microfiber-water-resistant-convertible-hoodie-jacket-black/p/12408332,activewear,1729,,,,Y,Microfiber,,,,,,,,,,,listing_only,,Brand: Jockey; product: MV40 Men Microfiber Fabric Active Wear Hoodie Jacket - Black; listed price: ?1729.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,Jockey,MV40 Men Microfiber Fabric Active Wear Hoodie Jacket - Black,https://www.nykaafashion.com/men/active-sports/c/13971,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU127,,activewear,720,,,,,,,,,,,,,,,,listing_only,,Brand: adidas; product: Men Grey Stripe Joggers; listed price: ?720.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,adidas,Men Grey Stripe Joggers,https://www.nykaafashion.com/men/active-sports/c/13971,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU128,,activewear,750,,,,,,,,,,,,,,,,listing_only,,Brand: Alcis; product: Off White Textured Mid Waist Trackpant; listed price: ?750.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,Alcis,Off White Textured Mid Waist Trackpant,https://www.nykaafashion.com/men/active-sports/c/13971,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU129,,activewear,3654,,,,,,,,,,,,,,,,listing_only,,Brand: U.S. POLO ASSN.; product: Uspa Active Sports Men Solid Hooded Active Jacket; listed price: ?3654.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,U.S. POLO ASSN.,Uspa Active Sports Men Solid Hooded Active Jacket,https://www.nykaafashion.com/men/active-sports/c/13971,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU130,,activewear,2772,,,,,,,,,,,,,,,,listing_only,,Brand: Nike; product: Sportswear Men Black Pant; listed price: ?2772.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,Nike,Sportswear Men Black Pant,https://www.nykaafashion.com/men/active-sports/c/13971,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU131,https://www.nykaafashion.com/reebok-men-white-shorts/p/20833562,activewear,1584,,,,,,,,,,,,,,,,listing_only,,Brand: Reebok; product: Men White Shorts; listed price: ?1584.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,Reebok,Men White Shorts,https://www.nykaafashion.com/men/active-sports/c/13971,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU132,https://www.nykaafashion.com/jockey-mv52-recycled-microfiber-straight-fit-shorts-green/p/24507483,activewear,1049,,,,Y,Microfiber,,,,,,,,,,,listing_only,,Brand: Jockey; product: MV52 Men Recycled Microfiber Straight Fit Active Wear Shorts - Black & Green; listed price: ?1049.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,Jockey,MV52 Men Recycled Microfiber Straight Fit Active Wear Shorts - Black & Green,https://www.nykaafashion.com/men/active-sports/shorts/c/13977,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU133,,activewear,549,,,,,,,,,,Slim,,,,,,listing_only,,Brand: Technosport; product: Men Solid Slim Fit Sports Shorts with Duracool for Gym; listed price: ?549.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,Technosport,Men Solid Slim Fit Sports Shorts with Duracool for Gym,https://www.nykaafashion.com/men/active-sports/shorts/c/13977,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU134,https://www.nykaafashion.com/puma-performance-men-side-pocket-gym-shorts/p/25509387,activewear,1200,,,,,,,,,,,,,,,,listing_only,,Brand: Puma; product: Performance Men Side Pocket Gym Shorts; listed price: ?1200.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,Puma,Performance Men Side Pocket Gym Shorts,https://www.nykaafashion.com/men/active-sports/shorts/c/13977,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU135,,activewear,1694,,,,,,,,,,Regular,,,,,,listing_only,,Brand: Tego; product: Grey Solid Regular Fit Shorts; listed price: ?1694.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,Tego,Grey Solid Regular Fit Shorts,https://www.nykaafashion.com/men/active-sports/shorts/c/13977,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU136,https://www.nykaafashion.com/jockey-sp26-men-super-combed-cotton-active-wear-shorts-dark-khaki/p/24833359,activewear,1199,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: Jockey; product: SP26 Men Super Combed Cotton Active Wear Shorts - Dark Khaki; listed price: ?1199.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,Jockey,SP26 Men Super Combed Cotton Active Wear Shorts - Dark Khaki,https://www.nykaafashion.com/men/active-sports/shorts/c/13977,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU137,,activewear,396,,,,,,,,,,Regular,,,,,,listing_only,,Brand: TURNFIT; product: Grey Printed Regular Fit Shorts; listed price: ?396.,"PDP-level review count, rating and detailed product specifications were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; no buyer-photo logic used.,TURNFIT,Grey Printed Regular Fit Shorts,https://www.nykaafashion.com/men/active-sports/shorts/c/13977,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
